engine_id,time,RPM,CHT,EGT,Oil_Pressure,Vibration,Fault,RUL
1,0,2317.9428614982116,211.55297504671708,798.3351852566808,60.198830131203145,0.5494403119335112,0,500
1,1,2293.880378899267,200.6837821542167,805.9914243387828,62.21125246339736,0.5018155203404251,0,499
1,2,2303.801114370684,206.29420868093996,797.7228569182613,57.77715385785601,0.5465355721750057,0,498
1,3,2324.316444992461,216.19989328541087,803.2107410361964,61.16991358980439,0.5522375371165955,0,497
1,4,2300.3569586520907,211.3637486554374,802.6947459331093,60.03324523155841,0.5269317104874383,0,496
1,5,2309.1269279262583,206.92048278077002,801.2119366151977,60.64240916122243,0.5974767658840243,0,495
1,6,2287.0596533757557,211.79740598537052,815.1311411345606,62.77704442839384,0.5889412360239114,0,494
1,7,2329.997256433181,205.49417316370216,793.3231048591139,62.14713546722089,0.5511022371380703,0,493
1,8,2285.428473706982,205.87965539415617,795.5868144033905,61.1882281659124,0.6071154599568702,0,492
1,9,2330.117004846076,211.20442618262376,805.014564913022,60.675836006813505,0.5468354504719702,0,491
1,10,2282.198969863259,211.82037011965195,800.3509153204451,60.37100987894092,0.6369951374562532,0,490
1,11,2294.397876865095,211.02581544998878,802.7223828484432,59.429840027197145,0.574219132969809,0,489
1,12,2331.8213063293247,210.9082155839853,808.7167471912157,61.49385671996035,0.7466241329025518,0,488
1,13,2293.954219552861,207.3255140222519,800.9352554894247,58.85845915408326,0.6301339010881892,0,487
1,14,2330.4326854667256,208.57843018548394,798.5674936584309,58.744004035748866,0.5385464037863222,0,486
1,15,2327.236261329633,207.88494492716262,799.1052319565997,61.738757339257575,0.6359186528678196,0,485
1,16,2317.5043730553343,209.464967879887,808.0988865945473,61.24991478290262,0.5625448928989893,0,484
1,17,2325.824545709688,207.75153864421983,799.4004473061345,62.897185272179705,0.5634116866799372,0,483
1,18,2259.2585147029395,209.5579830239638,799.2619936688969,60.552879557265456,0.6006561365478936,0,482
1,19,2309.0408174871873,209.16624568258175,791.1280012608197,59.57199962926948,0.6482072571541829,0,481
1,20,2311.991019563976,203.50091532632683,795.8769167546201,59.497705572865584,0.5831267043487015,0,480
1,21,2303.7098500432485,206.54388228498806,801.2592624489554,61.70321599112066,0.5650578879842737,0,479
1,22,2300.8678515019405,207.25693453127784,802.9386807477316,60.97551461705351,0.6163741621565384,0,478
1,23,2289.3661841043217,206.19542087442665,805.1052802062446,59.78384307694583,0.6472101061678521,0,477
1,24,2340.4661417717725,212.69840645277318,796.8363718341495,61.10192726484723,0.5533376961110519,0,476
1,25,2330.825287821048,213.64124405333288,805.6075230049753,61.00030136058058,0.5597323553795911,0,475
1,26,2325.3437703067907,204.85280858227156,803.9212560887087,59.614548445078455,0.609036731019305,0,474
1,27,2309.1432881169476,207.35663599536764,796.8120140576541,60.451467303318076,0.6058154101479165,0,473
1,28,2333.239247872582,210.10077367630157,808.0590085488839,64.79532891637437,0.5617847723297735,0,472
1,29,2308.2447013122987,204.2013048492461,807.1932122073665,62.9356800633671,0.5346520124187405,0,471
1,30,2324.7148525644316,212.17264158323783,802.3710172742927,62.257686990835325,0.5867509708207918,0,470
1,31,2288.024937807024,211.6694713692601,807.8651042343694,62.08833643929044,0.5302844571231472,0,469
1,32,2297.33844716093,205.1301450329359,805.0894627264523,62.889169125576224,0.5992336324240407,0,468
1,33,2331.172747353449,205.91850592235937,801.9688851889399,58.931778256895925,0.5394202827465553,0,467
1,34,2329.9355066180265,207.80264566771606,807.2864857802315,61.793524847508365,0.7147304281743053,0,466
1,35,2314.2373442572475,204.30221339075285,801.0669276463243,59.54206140287118,0.6268683202618719,0,465
1,36,2313.201636943609,208.10961374100404,800.61891398239,62.09709606889198,0.5553862086039847,0,464
1,37,2327.903031552281,211.65814269733644,799.5288673637715,59.597514913153155,0.5523610543394372,0,463
1,38,2326.564220461488,208.79886580695077,804.3899506198034,63.63099105042521,0.5895570063684749,0,462
1,39,2296.1832978264015,211.69369971888463,801.4963802241965,62.29525557846105,0.6313192474261051,0,461
1,40,2293.181873725673,212.66744300481332,805.7651857265812,60.08072828324357,0.5932317762147609,0,460
1,41,2317.506185473811,208.593224635695,805.5991458708603,63.14261933447066,0.5783746388582498,0,459
1,42,2338.9796622136505,211.4860370238098,802.4010567176804,61.25085622504885,0.5203810516382175,0,458
1,43,2282.346667790065,209.01649758662552,796.9599313376515,60.92713062891094,0.551276183128715,0,457
1,44,2276.5921055545987,209.5933428181074,799.1669168998488,61.10688291078159,0.5333533065397571,0,456
1,45,2305.665690706314,213.20256961569612,801.8823309271537,61.81094935956437,0.5144657298774162,0,455
1,46,2360.142754802058,214.0516704672591,808.0567533815569,62.22973380837768,0.5787664841342114,0,454
1,47,2321.2035159915436,211.66548842428236,798.0967271894198,60.31983672564159,0.4945527022666916,0,453
1,48,2296.9256540990737,213.50533438412197,799.5683404710466,60.5098144822045,0.5938976718430742,0,452
1,49,2280.1174895107183,211.35757426256018,807.5716102036628,61.552529240160986,0.6605768695451927,0,451
1,50,2285.825400331491,214.05257658555303,797.5858689106501,59.06670524207568,0.5661397221608847,0,450
1,51,2349.802149263655,208.46310276959883,796.5766176439929,59.04417113025058,0.5727533949838975,0,449
1,52,2272.4628042230556,204.62085066751717,808.9549141860938,62.97148055269722,0.5715887128942327,0,448
1,53,2303.048740229118,208.696955899218,812.9795605690499,61.594048105126156,0.6234962289692091,0,447
1,54,2308.3128851375777,208.70411901364898,804.4753894107336,61.17572708370641,0.4831404710967853,0,446
1,55,2337.972850887758,206.67602815898348,811.7961641348796,62.01685761111933,0.5815579410032055,0,445
1,56,2321.1485784562774,208.19593552660695,798.8074120965365,61.29798223389895,0.6222588435805515,0,444
1,57,2303.0714406813095,206.65471769757866,799.4621327222166,62.41460148274041,0.6506368325943368,0,443
1,58,2319.602313893058,210.26537159440466,798.0910716404728,62.30171681689886,0.6055961707444719,0,442
1,59,2298.159476495659,203.15841435650213,795.136725405389,59.98278074969855,0.636106186108557,0,441
1,60,2343.4192311709953,207.20287556587465,799.1999991629418,61.379019425929066,0.5786166456748795,0,440
1,61,2330.9807173336903,206.95186491153615,805.9852908657033,60.627747645165734,0.620708055774611,0,439
1,62,2306.941226408438,206.68214514357234,810.8011641259982,62.584425465790744,0.4884070652144574,0,438
1,63,2303.4265654184105,212.13619795763321,795.2562735807307,62.14260233625504,0.6113621253947078,0,437
1,64,2298.37910409237,208.49497805356006,790.789487183647,63.642232116820445,0.5625546947613721,0,436
1,65,2328.438296681734,210.36295321672375,808.0289798672983,60.336629731616526,0.5882004565975916,0,435
1,66,2323.5442197064995,211.13905396658893,807.0113476188429,60.27051224610739,0.544797948055997,0,434
1,67,2339.5642629791723,202.41020138738108,809.0897373295118,60.533098478855905,0.5777811787717034,0,433
1,68,2298.7151836318058,208.37684273569005,807.5952670567029,62.14287949416643,0.6026436444112384,0,432
1,69,2314.1394957768434,204.18459927488124,797.0188913592096,60.471782987023616,0.6008931429426602,0,431
1,70,2313.7550889445865,211.4719421113729,803.6077128654362,61.06811070887823,0.6917973850995784,0,430
1,71,2320.4865693552074,207.22560258747237,810.539410959233,62.78720216459047,0.6688137097334089,0,429
1,72,2310.1433969416184,211.4503565717408,793.9753286314366,62.16259445834162,0.570123122308513,0,428
1,73,2285.26087654385,211.6192304043514,792.1889193018183,58.11752506637404,0.5961331431614834,0,427
1,74,2323.7889858607446,211.4330006523371,804.9493910094457,63.201572780114816,0.6130214678893392,0,426
1,75,2309.7160467753597,208.30059584492176,799.8284699818623,61.42980112860514,0.5231420267928852,0,425
1,76,2319.1804796253878,208.26218867180265,802.6177517162354,61.404669394426364,0.45539609015543153,0,424
1,77,2294.3361592809156,208.19554320003093,800.96215113531,61.375668805469914,0.5931267347378003,0,423
1,78,2342.6867021128865,209.45880463559132,799.6744573857161,58.58789963316415,0.5095798144441254,0,422
1,79,2323.0718718537128,211.7027696346289,808.9464309113893,59.7447452235968,0.5628160984496718,0,421
1,80,2317.208709375871,214.6636259556882,801.8138832678678,63.31347912406983,0.5865079653665837,0,420
1,81,2335.426939382778,211.60116873195372,802.0700165893392,59.45600997107714,0.5645545983247707,0,419
1,82,2342.1429391318984,211.15490469773783,799.0713242929392,60.47312188403377,0.4914656650329398,0,418
1,83,2341.248811493845,211.17961987303596,800.554186821589,61.286786470730505,0.4694660288146977,0,417
1,84,2302.6277457333535,212.5247661148899,806.1473128104487,61.482635677566265,0.5772734072894714,0,416
1,85,2328.290144248135,207.67727387264424,792.9161099458233,60.97728613245956,0.5981652865754971,0,415
1,86,2334.8155893501694,204.1978419108095,800.625019394041,60.873629359837686,0.5229467249788626,0,414
1,87,2322.115501152675,210.7635332871329,799.7861143866431,64.06922375490258,0.5620413198445353,0,413
1,88,2303.4283662403955,207.09441514839168,797.1620805603559,60.148046602119585,0.506304876759592,0,412
1,89,2308.5313791759427,208.6938512013704,789.8255634765943,60.83366057325058,0.5801160243083147,0,411
